postcode,suburb
7009,Lutana
7009,Moonah
7009,West Moonah
7010,Dowsing Point
7010,Glenorchy (Tas.)
7010,Goodwood (Tas.)
7010,Montrose (Tas.)
7010,Rosetta
7011,Austins Ferry
7011,Berriedale
7011,Chigwell
7011,Claremont (Tas.)
7012,Collinsvale
7012,Glenlusk
7015,Geilston Bay
7015,Lindisfarne
7015,Rose Bay (Tas.)
7016,Risdon Vale
7017,Grasstree Hill
7017,Honeywood
7017,Old Beach
7017,Otago
7017,Risdon
7017,Tea Tree
7018,Bellerive
7018,Howrah
7018,Montagu Bay
7018,Mornington (Tas.)
7018,Rosny
7018,Rosny Park
7018,Tranmere (Tas.)
7018,Warrane
7019,Clarendon Vale
7019,Oakdowns
7019,Rokeby (Tas.)
7020,Clifton Beach (Tas.)
7020,Sandford (Tas.)
7021,Lauderdale
7022,South Arm (Tas.)
7023,Opossum Bay
7024,Cremorne (Tas.)
7025,Dulcot
7025,Richmond (Tas.)
7026,Campania
7027,Colebrook
7030,Bagdad
7030,Bothwell
7030,Bridgewater (Tas.)
7030,Brighton (Tas.)
7030,Broadmarsh
7030,Dromedary (Tas.)
7030,Dysart (Tas.)
7030,Gagebrook
7030,Granton
7030,Herdsmans Cove
7030,Kempton
7030,Mangalore (Tas.)
7030,Miena
7030,Pontville
7030,Wilburville
7050,Kingston (Tas.)
7050,Kingston Beach
7052,Blackmans Bay
7053,Bonnet Hill
7053,Taroona
7054,Coningham
7054,Electrona
7054,Fern Tree
7054,Howden
7054,Leslie Vale
7054,Lower Snug
7054,Margate (Tas.)
7054,Neika
7054,Ridgeway
7054,Snug
7054,Tinderbox
7054,Wellington Park
7055,Huntingfield
7109,Crabtree
7109,Cradoc
7109,Glaziers Bay
7109,Glen Huon
7109,Grove
7109,Huonville
7109,Judbury
7109,Lonnavale
7109,Lower Longley
7109,Lucaston
7109,Lymington
7109,Mountain River
7109,Raminea
7109,Ranelagh
7109,Southport (Tas.)
7112,Cygnet
7112,Deep Bay
7112,Eggs And Bacon Bay
7112,Garden Island Creek
7112,Gardners Bay
7112,Nicholls Rivulet
7113,Franklin (Tas.)
7116,Geeveston
7116,Port Huon
7116,Surveyors Bay
7117,Dover
7120,Oatlands (Tas.)
7120,Parattah
7120,Tunnack
7120,Woodsdale
7120,York Plains (Tas.)
7140,Bushy Park (Tas.)
7140,Ellendale (Tas.)
7140,Florentine
7140,Glenfern (Tas.)
7140,Hamilton (Tas.)
7140,Hayes
7140,Lachlan
7140,Lawitta
7140,Magra
7140,Maydena
7140,Molesworth (Tas.)
7140,National Park
7140,New Norfolk
7140,Ouse
7140,Westerway
7150,Adventure Bay
7150,Allens Rivulet
7150,Dennes Point
7150,Gordon (Tas.)
7150,Kaoota
7150,Longley
7150,Oyster Cove (Tas.)
7150,Pelverata
7150,Sandfly
7155,Kettering
7162,Birchs Bay
7162,Woodbridge (Tas.)
7163,Middleton (Tas.)
7170,Acton Park (Tas.)
7170,Cambridge (Tas.)
7170,Mount Rumney
7170,Roches Beach
7170,Seven Mile Beach
7171,Midway Point
7171,Penna
7172,Orielton
7172,Sorell
7172,Wattle Hill (Tas.)
7173,Carlton (Tas.)
7173,Connellys Marsh
7173,Dodges Ferry
7173,Forcett
7173,Lewisham (Tas.)
7173,Primrose Sands
7176,Kellevie
7177,Boomer Bay
7177,Dunalley
7178,Murdunna
7179,Eaglehawk Neck
7180,Taranna
7182,Port Arthur (Tas.)
7183,Highcroft
7184,Nubeena
7184,White Beach
7186,Saltwater River
7190,Dolphin Sands
7190,Little Swanport
7190,Orford (Tas.)
7190,Spring Beach
7190,Swansea (Tas.)
7190,Triabunna
7209,Ross (Tas.)
7209,Tooms Lake
7210,Campbell Town
7210,Douglas-Apsley
7211,Conara
7212,Deddington
7212,Evandale (Tas.)
7212,White Hills (Tas.)
7213,Avoca (Tas.)
7214,Fingal (Tas.)
7214,Mathinna
7215,Beaumaris (Tas.)
7215,Bicheno
7215,Coles Bay
7215,Falmouth
7215,Gray (Tas.)
7215,Scamander
7215,St Marys (Tas.)
7216,Akaroa
7216,Ansons Bay
7216,Binalong Bay
7216,St Helens (Tas.)
7216,Stieglitz
7248,Invermay (Tas.)
7248,Mayfield (Tas.)
7248,Mowbray (Tas.)
7248,Newnham
7248,Rocherlea
7249,Kings Meadows
7249,Punchbowl (Tas.)
7249,South Launceston
7249,Youngtown
7250,Blackstone Heights
7250,East Launceston
7250,Launceston
7250,Newstead (Tas.)
7250,Norwood (Tas.)
7250,Prospect (Tas.)
7250,Prospect Vale
7250,Ravenswood (Tas.)
7250,Riverside (Tas.)
7250,St Leonards (Tas.)
7250,Summerhill
7250,Travellers Rest
7250,Trevallyn
7250,Waverley (Tas.)
7250,West Launceston
7252,Dilston
7252,Hillwood
7252,Pipers River
7252,Swan Bay (Tas.)
7252,Weymouth
7252,Windermere (Tas.)
7253,Beechford
7253,Bell Bay
7253,George Town
7253,Low Head
7254,Bellingham
7254,Lebrina
7255,Lady Barron
7255,Whitemark
7256,Currie
7256,Grassy
7256,Pegarah
7257,Cape Barren Island
7258,Relbia
7258,Western Junction
7259,Nunamara
7259,Patersonia
7260,Nabowla
7260,North Scottsdale
7260,Scottsdale
7260,Springfield (Tas.)
7261,Branxholm
7262,Bridport
7263,Legerwood
7263,Ringarooma
7264,Derby (Tas.)
7264,Mount William
7264,Pioneer (Tas.)
7264,Tomahawk
7265,Winnaleah
7267,Karoola
7267,Turners Marsh
7268,Lilydale (Tas.)
7268,Underwood (Tas.)
7270,Beaconsfield (Tas.)
7270,Beauty Point
7270,Clarence Point
7270,Greens Beach
7270,Holwell
7270,Kayena
7270,Sidmouth
7270,York Town
7275,Blackwall (Tas.)
7275,Deviot
7275,Exeter (Tas.)
7275,Frankford
7275,Glengarry (Tas.)
7275,Lanena
7275,Swan Point
7275,Winkleigh
7276,Gravelly Beach
7277,Bridgenorth
7277,Grindelwald
7277,Legana
7277,Rosevears
7290,Hadspen
7291,Carrick (Tas.)
7292,Birralee
7292,Hagley
7300,Devon Hills
7300,Perth (Tas.)
7301,Liffey
7301,Longford (Tas.)
7302,Bracknell
7302,Cressy (Tas.)
7303,Westbury (Tas.)
7303,Whitemore
7304,Caveside
7304,Chudleigh
7304,Deloraine
7304,Elizabeth Town
7304,Golden Valley
7304,Kimberley (Tas.)
7304,Meander
7304,Mersey Forest
7304,Mole Creek
7304,Reedy Marsh
7305,Railton
7306,Acacia Hills (Tas.)
7306,Barrington (Tas.)
7306,Claude Road
7306,Nook
7306,Paradise (Tas.)
7306,Sheffield
7306,Staverton
7306,West Kentish
7307,Bakers Beach
7307,Hawley Beach
7307,Latrobe
7307,Moriarty
7307,Northdown
7307,Port Sorell
7307,Sassafras (Tas.)
7307,Shearwater
7307,Squeaking Point
7307,Wesley Vale
7310,Aberdeen (Tas.)
7310,Ambleside
7310,Devonport
7310,Don
7310,East Devonport
7310,Forth
7310,Kindred
7310,Miandetta (Tas.)
7310,Quoiba
7310,South Spreyton
7310,Spreyton
7310,Stony Rise
7310,Tarleton
7310,Tugrah
7310,Wilmot
7315,Gawler (Tas.)
7315,Leith
7315,North Motton
7315,Preston (Tas.)
7315,Turners Beach
7315,Ulverstone
7315,Upper Castra
7315,West Ulverstone
7316,Cuprona
7316,Heybridge
7316,Penguin
7316,Riana
7316,South Riana
7316,Sulphur Creek
7320,Acton (Tas.)
7320,Brooklyn (Tas.)
7320,Burnie
7320,Cooee
7320,Downlands
7320,Emu Heights (Tas.)
7320,Havenview
7320,Hillcrest (Tas.)
7320,Montello
7320,Ocean Vista
7320,Park Grove
7320,Parklands (Tas.)
7320,Romaine
7320,Shorewell Park
7320,South Burnie
7320,Upper Burnie
7320,Wivenhoe
7321,Boat Harbour Beach
7321,East Cam
7321,Hellyer
7321,Highclere
7321,Mawbanna
7321,Mooreville
7321,Natone
7321,Ridgley
7321,Rocky Cape
7321,Sisters Beach
7321,Stowport
7321,Tullah
7321,Waratah (Tas.)
7322,Somerset (Tas.)
7325,Calder
7325,Elliott (Tas.)
7325,Flowerdale (Tas.)
7325,Henrietta
7325,Lapoinya
7325,Mount Hicks
7325,Oldina
7325,Sisters Creek
7325,Wynyard
7325,Yolla
7330,Arthur River (Tas.)
7330,Forest
7330,Irishtown (Tas.)
7330,Mengha
7330,Montagu
7330,Redpa
7330,Scotchtown
7330,Smithton
7330,Trowutta
7331,Stanley (Tas.)
7467,Queenstown (Tas.)
7468,Strahan
7469,Granville Harbour
7469,Strahan
7469,Zeehan
7470,Rosebery (Tas.)
